Ob,Type,MPG.highway,AirBags,DriveTrain,Cylinders,EngineSize,Horsepower,RPM,Rev.per.mile,Man.trans.avail,Fuel.tank.capacity,Passengers,Length,Wheelbase,Width,Turn.circle,Rear.seat.room,Luggage.room,Weight,Origin,Make,PriceNew
942,Large,25,Driver only,Front,8,4.9,200,4100,1510,No,18,6,206,114,73,43,35,18,3620,USA,Cadillac DeVille,37188.6726
943,Van,21,None,Front,5,2.5,109,4500,2915,Yes,21.1,7,187,115,72,38,34,22,3960,non-USA,Volkswagen Eurovan,18904.68064
944,Midsize,28,Driver & Passenger,Front,5,2.4,168,6200,2310,Yes,19.3,5,184,105,69,38,30,15,3245,non-USA,Volvo 850,27879.9311
945,Compact,26,Driver only,Front,4,2.1,140,6000,2910,Yes,18,5,184,99,67,37,26.5,14,2775,non-USA,Saab 900,30588.07565
946,Large,26,Driver & Passenger,Rear,8,4.6,210,4600,1840,No,20,6,219,117,77,45,31.5,22,4055,USA,Lincoln Town_Car,38116.1778
947,Large,28,Driver only,Front,6,3.8,170,4800,1570,No,18,6,200,111,74,42,30.5,17,3470,USA,Buick LeSabre,22899.53056
948,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,51710.60707
949,Compact,34,Driver only,Front,4,2.2,110,5200,2665,Yes,15.6,5,184,103,68,39,26,14,2785,USA,Chevrolet Corsica,13503.25101
950,Large,28,Driver & Passenger,Front,6,3.8,170,4800,1565,No,18,6,177,111,74,43,30.5,18,3495,USA,Pontiac Bonneville,26913.92259
951,Midsize,26,Driver & Passenger,Front,6,3.8,160,4400,1835,No,18.4,6,205,109,73,42,30,19,3695,USA,Lincoln Continental,36115.69227
952,Compact,28,Driver only,Rear,4,2.3,114,5400,2215,Yes,15.8,5,190,104,67,37,29.5,14,2985,non-USA,Volvo 240,24574.07621
953,Small,29,None,Front,4,1.8,124,6000,2745,Yes,13.7,5,172,98,66,36,28,12,2620,non-USA,Hyundai Elantra,11222.51394
954,Compact,28,Driver & Passenger,Front,4,3,141,5000,2090,No,16,6,183,104,68,41,30.5,14,3085,USA,Chrysler LeBaron,18773.65031
955,Sporty,25,None,Front,6,2.8,178,5800,2385,Yes,18.5,4,159,97,66,36,26,15,2810,non-USA,Volkswagen Corrado,24692.2868
956,Large,28,Driver & Passenger,Front,6,3.5,214,5800,1980,No,18,6,202,113,74,40,30,15,3490,USA,Eagle Vision,19616.56324
957,Compact,28,Driver & Passenger,Front,4,3,141,5000,2090,No,16,6,183,104,68,41,30.5,14,3085,USA,Chrysler LeBaron,17866.57424
958,Sporty,25,Driver only,Rear,8,5.7,300,5000,1450,Yes,20,2,179,96,74,43,24.5,16,3380,USA,Chevrolet Corvette,39263.26872
959,Large,26,Driver & Passenger,Rear,8,4.6,210,4600,1840,No,20,6,219,117,77,45,31.5,22,4055,USA,Lincoln Town_Car,40485.08697
960,Large,25,Driver only,Front,8,4.9,200,4100,1510,No,18,6,206,114,73,43,35,18,3620,USA,Cadillac DeVille,37286.72797
961,Midsize,25,Driver & Passenger,Front,8,4.6,295,6000,1985,No,20,5,204,111,74,44,31,14,3935,USA,Cadillac Seville,40447.04239
962,Midsize,29,None,Front,4,2.2,110,5200,2595,No,16.5,6,198,108,71,40,28.5,16,3195,USA,Chevrolet Lumina,18127.37012
963,Van,20,None,4WD,6,4.3,165,4000,1790,No,27,8,194,111,78,42,33.5,22,4025,USA,Chevrolet Astro,17537.88813
964,Small,37,None,Front,4,1.6,82,5000,2370,Yes,13.2,4,164,97,66,34,27,16,2325,non-USA,Mazda 323,10304.9436
965,Van,21,None,Front,5,2.5,109,4500,2915,Yes,21.1,7,187,115,72,38,34,22,3960,non-USA,Volkswagen Eurovan,19008.67938
966,Compact,29,Driver only,Rear,4,2.3,130,5100,2425,Yes,14.5,5,175,105,67,34,26,12,2920,non-USA,Mercedes-Benz 190E,33219.10306
967,Midsize,27,Driver only,Front,6,3.8,170,4800,1690,No,18.8,5,198,108,73,41,26.5,14,3495,USA,Buick Riviera,27239.19029
968,Midsize,31,Driver only,Front,4,2.2,110,5200,2565,No,16.5,5,190,105,70,42,28,16,2890,USA,Oldsmobile Cutlass_Ciera,18551.80578
969,Sporty,36,Driver only,Front,4,1.6,90,5400,3250,Yes,12.4,4,164,97,67,37,24.5,11,2475,non-USA,Geo Storm,14261.48528
970,Van,20,Driver only,4WD,6,3,145,4800,2080,Yes,21,7,176,119,72,45,30,20,3735,USA,Ford Aerostar,23566.34754
971,Midsize,24,Driver only,Front,6,3,185,5200,2325,Yes,18.5,5,188,103,70,40,27.5,14,3510,non-USA,Lexus ES300,26929.83309
972,Large,25,Driver only,Rear,6,5.7,180,4000,1320,No,23,6,216,116,78,45,30.5,21,4105,USA,Buick Roadmaster,22858.33808
973,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,196,101,75,43,25,13,3240,USA,Pontiac Firebird,17793.37386
974,Small,50,None,Front,3,1,55,5700,3755,Yes,10.6,4,151,93,63,34,27.5,10,1695,non-USA,Geo Metro,11491.94019
975,Compact,36,None,Front,4,2.2,110,5200,2380,Yes,15.2,5,182,101,66,38,25,13,2490,USA,Chevrolet Cavalier,15130.69337
976,Small,30,None,4WD,4,1.8,90,5200,3375,Yes,15.9,5,175,97,65,35,27.5,15,2490,non-USA,Subaru Loyale,12979.57566
977,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,46903.69269
978,Large,26,Driver & Passenger,Rear,8,4.6,210,4600,1840,No,20,6,219,117,77,45,31.5,22,4055,USA,Lincoln Town_Car,37661.69023
979,Large,26,Driver & Passenger,Rear,8,4.6,210,4600,1840,No,20,6,219,117,77,45,31.5,22,4055,USA,Lincoln Town_Car,37270.41337
980,Van,20,Driver only,4WD,6,3,145,4800,2080,Yes,21,7,176,119,72,45,30,20,3735,USA,Ford Aerostar,21656.29233
981,Small,31,None,Front,4,1.8,140,6300,2890,Yes,13.2,5,177,102,68,37,26.5,11,2705,non-USA,Acura Integra,18737.6126
982,Small,33,None,Front,4,1.3,63,5000,3150,Yes,10,4,141,90,63,33,26,12,1845,USA,Ford Festiva,6944.627711
983,Midsize,24,Driver only,Front,6,3,185,5200,2325,Yes,18.5,5,188,103,70,40,27.5,14,3510,non-USA,Lexus ES300,30092.54918
984,Midsize,28,Driver & Passenger,Front,5,2.4,168,6200,2310,Yes,19.3,5,184,105,69,38,30,15,3245,non-USA,Volvo 850,30681.42805
985,Small,37,None,4WD,3,1.2,73,5600,2875,Yes,9.2,4,146,90,60,32,23.5,10,2045,non-USA,Subaru Justy,8090.663224
986,Large,26,Driver only,Rear,8,4.6,190,4200,1415,No,20,6,212,114,78,43,30,21,3950,USA,Ford Crown_Victoria,21651.10817
987,Midsize,25,Driver & Passenger,Rear,6,3.2,217,5500,2220,No,18.5,5,187,110,69,37,27,15,3525,non-USA,Mercedes-Benz 300E,64906.03228
988,Small,33,None,Front,4,1.8,81,5500,2550,Yes,12.4,4,163,93,63,34,26,10,2240,non-USA,Volkswagen Fox,10039.61035
989,Compact,31,Driver & Passenger,Front,4,2.2,140,5600,2610,Yes,17,4,185,107,67,41,28,14,3040,non-USA,Honda Accord,19187.97557
990,Small,36,None,Front,4,1.8,103,5500,2220,Yes,14.5,5,172,98,66,36,26.5,13,2440,non-USA,Mazda Protege,13740.61211
991,Sporty,31,Driver & Passenger,Front,4,2.3,160,5800,2855,Yes,15.9,4,175,100,70,39,23.5,8,2865,non-USA,Honda Prelude,22044.19291
992,Compact,28,Driver & Passenger,Front,4,3,141,5000,2090,No,16,6,183,104,68,41,30.5,14,3085,USA,Chrysler LeBaron,18773.65031
993,Compact,27,None,Front,4,2.3,96,4200,2805,Yes,15.9,5,177,100,68,39,27.5,13,2690,USA,Ford Tempo,15088.28247
994,Midsize,25,Driver & Passenger,Front,6,3.2,200,5500,2335,Yes,18,5,195,115,71,38,30,15,3560,non-USA,Acura Legend,35907.76432
995,Van,21,None,Front,5,2.5,109,4500,2915,Yes,21.1,7,187,115,72,38,34,22,3960,non-USA,Volkswagen Eurovan,21565.25821
996,Midsize,29,None,Front,4,2.2,110,5200,2595,No,16.5,6,198,108,71,40,28.5,16,3195,USA,Chevrolet Lumina,15769.72794
997,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,50905.06129
998,Midsize,25,Driver & Passenger,Front,8,4.6,295,6000,1985,No,20,5,204,111,74,44,31,14,3935,USA,Cadillac Seville,42342.70283
999,Sporty,25,None,Front,6,2.8,178,5800,2385,Yes,18.5,4,159,97,66,36,26,15,2810,non-USA,Volkswagen Corrado,25826.90892
1000,Large,25,Driver only,Rear,6,5.7,180,4000,1320,No,23,6,216,116,78,45,30.5,21,4105,USA,Buick Roadmaster,24595.96318
1001,Large,25,Driver only,Front,8,4.9,200,4100,1510,No,18,6,206,114,73,43,35,18,3620,USA,Cadillac DeVille,34902.92231
1002,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,50905.06129
1003,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,193,101,74,43,25,13,3240,USA,Chevrolet Camaro,16640.53703
1004,Small,36,None,Front,4,1.8,103,5500,2220,Yes,14.5,5,172,98,66,36,26.5,13,2440,non-USA,Mazda Protege,14055.73258
1005,Midsize,30,Driver only,Front,6,3,140,4800,1885,No,16,5,192,106,71,40,27.5,18,3325,USA,Ford Taurus,20697.15903
1006,Compact,26,Driver only,Front,4,2.1,140,6000,2910,Yes,18,5,184,99,67,37,26.5,14,2775,non-USA,Saab 900,29713.19887
1007,Small,33,None,Front,4,1.5,92,6000,3285,Yes,13.2,5,174,98,66,32,26.5,11,2270,USA,Dodge Colt,9782.491731
1008,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,50905.65342
1009,Sporty,26,Driver only,Front,4,1.6,100,5750,2475,Yes,11.1,4,166,95,65,36,19,6,2450,USA,Mercury Capri,14505.35479
1010,Midsize,23,Driver & Passenger,Rear,6,3,225,6000,2510,Yes,20.6,4,191,106,71,39,25,9,3515,non-USA,Lexus SC300,35843.59217
1011,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,50905.06129
1012,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,49452.65508
1013,Compact,26,Driver only,Front,6,2.8,172,5500,2280,Yes,16.9,5,180,102,67,37,28,14,3375,non-USA,Audi 90,30918.08518
1014,Small,50,None,Front,3,1,55,5700,3755,Yes,10.6,4,151,93,63,34,27.5,10,1695,non-USA,Geo Metro,7480.981537
1015,Large,25,Driver only,Front,8,4.9,200,4100,1510,No,18,6,206,114,73,43,35,18,3620,USA,Cadillac DeVille,36574.38403
1016,Small,37,Driver only,Front,4,1.5,82,5200,3505,Yes,11.9,5,162,94,65,36,24,11,2055,non-USA,Toyota Tercel,12265.87564
1017,Van,21,None,Front,5,2.5,109,4500,2915,Yes,21.1,7,187,115,72,38,34,22,3960,non-USA,Volkswagen Eurovan,22134.87347
1018,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,50758.3233
1019,Small,41,None,Front,4,1.6,74,5600,3130,Yes,13.2,4,177,99,66,35,25.5,17,2350,USA,Pontiac LeMans,10759.46667
1020,Small,31,None,Front,4,1.8,140,6300,2890,Yes,13.2,5,177,102,68,37,26.5,11,2705,non-USA,Acura Integra,17455.66268
1021,Compact,31,None,Front,4,2,110,5200,2665,Yes,15.2,5,181,101,66,39,25,13,2575,USA,Pontiac Sunbird,12369.80865
1022,Small,33,None,Front,4,1.5,92,6000,2505,Yes,13.2,5,172,98,67,36,26,11,2295,non-USA,Mitsubishi Mirage,13677.46616
1023,Midsize,28,Driver & Passenger,Front,5,2.4,168,6200,2310,Yes,19.3,5,184,105,69,38,30,15,3245,non-USA,Volvo 850,30899.06749
1024,Midsize,26,Driver & Passenger,Front,6,2.8,172,5500,2535,Yes,21.1,6,193,106,70,37,31,17,3405,non-USA,Audi 100,39481.86096
1025,Midsize,25,Driver & Passenger,Front,6,3.2,200,5500,2335,Yes,18,5,195,115,71,38,30,15,3560,non-USA,Acura Legend,34522.7994
1026,Midsize,27,None,Front,6,3.4,200,5000,1890,Yes,16.5,5,195,108,72,41,28.5,16,3450,USA,Pontiac Grand_Prix,21250.92968
1027,Small,33,None,Front,4,1.8,81,5500,2550,Yes,12.4,4,163,93,63,34,26,10,2240,non-USA,Volkswagen Fox,10794.86587
1028,Compact,29,Driver only,Rear,4,2.3,130,5100,2425,Yes,14.5,5,175,105,67,34,26,12,2920,non-USA,Mercedes-Benz 190E,32726.12191
1029,Small,33,None,Front,4,1.5,92,6000,2505,Yes,13.2,5,172,98,67,36,26,11,2295,non-USA,Mitsubishi Mirage,11787.21194
1030,Large,25,Driver only,Front,8,4.9,200,4100,1510,No,18,6,206,114,73,43,35,18,3620,USA,Cadillac DeVille,36754.45885
1031,Midsize,27,Driver only,Front,6,3.8,170,4800,1690,No,18.8,5,198,108,73,41,26.5,14,3495,USA,Buick Riviera,28925.95421
1032,Sporty,26,Driver only,Front,4,1.6,100,5750,2475,Yes,11.1,4,166,95,65,36,19,6,2450,USA,Mercury Capri,13307.55202
1033,Compact,31,Driver & Passenger,Front,4,2.2,140,5600,2610,Yes,17,4,185,107,67,41,28,14,3040,non-USA,Honda Accord,19187.97557
1034,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,196,101,75,43,25,13,3240,USA,Pontiac Firebird,19584.9127
1035,Small,30,None,4WD,4,1.8,90,5200,3375,Yes,15.9,5,175,97,65,35,27.5,15,2490,non-USA,Subaru Loyale,11258.99397
1036,Large,28,Driver & Passenger,Front,6,3.8,170,4800,1565,No,18,6,177,111,74,43,30.5,18,3495,USA,Pontiac Bonneville,25890.35983
1037,Midsize,31,Driver only,Front,4,2.2,110,5200,2565,No,16.5,5,190,105,70,42,28,16,2890,USA,Oldsmobile Cutlass_Ciera,18057.07374
1038,Midsize,27,None,Front,4,2,128,6000,2335,Yes,17.2,5,184,104,69,41,31,14,2885,non-USA,Hyundai Sonata,15834.28194
1039,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,193,101,74,43,25,13,3240,USA,Chevrolet Camaro,16262.33158
1040,Compact,31,None,Front,4,2.3,155,6000,2380,No,15.2,5,188,103,67,39,28,14,2910,USA,Oldsmobile Achieva,15143.40169
1041,Compact,34,Driver only,Front,4,2.2,110,5200,2665,Yes,15.6,5,184,103,68,39,26,14,2785,USA,Chevrolet Corsica,11213.39943
1042,Compact,30,Driver only,4WD,4,2.2,130,5600,2330,Yes,15.9,5,179,102,67,37,27,14,3085,non-USA,Subaru Legacy,21056.43355
1043,Van,21,None,Front,5,2.5,109,4500,2915,Yes,21.1,7,187,115,72,38,34,22,3960,non-USA,Volkswagen Eurovan,22134.87347
1044,Compact,26,Driver only,Front,6,2.8,172,5500,2280,Yes,16.9,5,180,102,67,37,28,14,3375,non-USA,Audi 90,30015.61403
1045,Sporty,36,Driver only,Front,4,1.6,90,5400,3250,Yes,12.4,4,164,97,67,37,24.5,11,2475,non-USA,Geo Storm,14439.11794
1046,Sporty,24,Driver only,4WD,6,3,300,6000,2120,Yes,19.8,4,180,97,72,40,20,11,3805,USA,Dodge Stealth,29310.37706
1047,Sporty,30,Driver only,Front,4,2,115,5500,2340,Yes,15.5,4,179,103,70,38,23,18,2710,USA,Ford Probe,14388.65465
1048,Small,37,None,Front,4,1.6,82,5000,2370,Yes,13.2,4,164,97,66,34,27,16,2325,non-USA,Mazda 323,10405.86688
1049,Small,33,None,Front,4,1.5,81,5500,2710,Yes,11.9,5,168,94,63,35,26,11,2345,non-USA,Hyundai Excel,11553.84268
1050,Sporty,25,None,Front,6,2.8,178,5800,2385,Yes,18.5,4,159,97,66,36,26,15,2810,non-USA,Volkswagen Corrado,25855.94593
1051,Compact,36,None,Front,4,2.2,110,5200,2380,Yes,15.2,5,182,101,66,38,25,13,2490,USA,Chevrolet Cavalier,14632.6652
1052,Compact,26,Driver only,Front,4,2.1,140,6000,2910,Yes,18,5,184,99,67,37,26.5,14,2775,non-USA,Saab 900,29713.19887
1053,Small,37,Driver only,Front,4,1.5,82,5200,3505,Yes,11.9,5,162,94,65,36,24,11,2055,non-USA,Toyota Tercel,9706.526356
1054,Compact,34,Driver only,Front,4,2.2,110,5200,2665,Yes,15.6,5,184,103,68,39,26,14,2785,USA,Chevrolet Corsica,12018.65965
1055,Small,33,None,Front,4,1.5,81,5500,2710,Yes,11.9,5,168,94,63,35,26,11,2345,non-USA,Hyundai Excel,10728.96099
1056,Small,37,Driver only,Front,4,1.5,82,5200,3505,Yes,11.9,5,162,94,65,36,24,11,2055,non-USA,Toyota Tercel,10161.81737
1057,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,50502.38124
1058,Midsize,26,None,Rear,6,3.8,140,3800,1730,No,18,5,199,113,73,38,28,15,3610,USA,Mercury Cougar,17294.8535
1059,Large,25,Driver only,Rear,6,5.7,180,4000,1320,No,23,6,216,116,78,45,30.5,21,4105,USA,Buick Roadmaster,23770.2386
1060,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,193,101,74,43,25,13,3240,USA,Chevrolet Camaro,17799.05072
1061,Sporty,30,None,4WD,4,1.8,92,5000,2360,Yes,15.9,4,173,97,67,39,24.5,8,2640,USA,Plymouth Laser,17848.93352
1062,Van,23,None,Front,6,3,151,4800,2065,No,20,7,190,112,74,41,27,20,4100,non-USA,Nissan Quest,21721.4677
1063,Sporty,29,Driver only,Rear,4,2.3,105,4600,2285,Yes,15.4,4,180,101,68,40,24,12,2850,USA,Ford Mustang,16751.86794
1064,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,47542.9834
1065,Midsize,24,Driver only,Front,6,3,202,6000,2210,No,19,5,190,107,70,43,27.5,14,3730,non-USA,Mitsubishi Diamante,28603.87322
1066,Large,25,Driver only,Front,8,4.9,200,4100,1510,No,18,6,206,114,73,43,35,18,3620,USA,Cadillac DeVille,37283.14586
1067,Midsize,26,Driver & Passenger,Front,6,3.8,160,4400,1835,No,18.4,6,205,109,73,42,30,19,3695,USA,Lincoln Continental,35313.12812
1068,Midsize,31,Driver only,Front,4,2.2,110,5200,2565,No,16.5,5,190,105,70,42,28,16,2890,USA,Oldsmobile Cutlass_Ciera,19526.33773
1069,Compact,29,Driver only,Rear,4,2.3,130,5100,2425,Yes,14.5,5,175,105,67,34,26,12,2920,non-USA,Mercedes-Benz 190E,32726.12191
1070,Midsize,28,Driver & Passenger,Front,5,2.4,168,6200,2310,Yes,19.3,5,184,105,69,38,30,15,3245,non-USA,Volvo 850,29219.48735
1071,Compact,31,None,Front,4,2.3,155,6000,2380,No,15.2,5,188,103,67,39,28,14,2910,USA,Oldsmobile Achieva,13708.34759
1072,Midsize,24,Driver only,Front,6,3,202,6000,2210,No,19,5,190,107,70,43,27.5,14,3730,non-USA,Mitsubishi Diamante,28450.88869
1073,Small,29,None,Front,4,1.8,124,6000,2745,Yes,13.7,5,172,98,66,36,28,12,2620,non-USA,Hyundai Elantra,12671.39819
1074,Small,43,None,Front,3,1.3,70,6000,3360,Yes,10.6,4,161,93,63,34,27.5,10,1965,non-USA,Suzuki Swift,8913.216266
1075,Midsize,27,None,Front,6,3.4,200,5000,1890,Yes,16.5,5,195,108,72,41,28.5,16,3450,USA,Pontiac Grand_Prix,18362.54902
1076,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,193,101,74,43,25,13,3240,USA,Chevrolet Camaro,14963.49581
1077,Midsize,26,Driver & Passenger,Front,6,2.8,172,5500,2535,Yes,21.1,6,193,106,70,37,31,17,3405,non-USA,Audi 100,40311.70809
1078,Small,43,None,Front,3,1.3,70,6000,3360,Yes,10.6,4,161,93,63,34,27.5,10,1965,non-USA,Suzuki Swift,8864.199464
1079,Midsize,26,Driver & Passenger,Front,6,2.8,172,5500,2535,Yes,21.1,6,193,106,70,37,31,17,3405,non-USA,Audi 100,39529.88237
1080,Midsize,25,Driver & Passenger,Front,6,3.2,200,5500,2335,Yes,18,5,195,115,71,38,30,15,3560,non-USA,Acura Legend,36427.77183
1081,Van,22,Driver only,4WD,4,2.4,138,5000,2515,Yes,19.8,7,187,113,71,41,35,21,3785,non-USA,Toyota Previa,23485.56714
1082,Sporty,24,Driver only,4WD,6,3,300,6000,2120,Yes,19.8,4,180,97,72,40,20,11,3805,USA,Dodge Stealth,30255.76451
1083,Midsize,22,Driver only,Rear,8,4.5,278,6000,1955,No,22.5,5,200,113,72,42,29,15,4000,non-USA,Infiniti Q45,49339.08592
1084,Sporty,32,Driver only,Front,4,2.2,135,5400,2405,Yes,15.9,4,174,99,69,39,23,13,2950,non-USA,Toyota Celica,19749.06159
1085,Compact,30,Driver only,4WD,4,2.2,130,5600,2330,Yes,15.9,5,179,102,67,37,27,14,3085,non-USA,Subaru Legacy,22022.57085
1086,Midsize,26,Driver & Passenger,Front,6,3.8,160,4400,1835,No,18.4,6,205,109,73,42,30,19,3695,USA,Lincoln Continental,34445.83398
1087,Small,31,None,Front,4,1.8,140,6300,2890,Yes,13.2,5,177,102,68,37,26.5,11,2705,non-USA,Acura Integra,16606.08796
1088,Sporty,25,None,Front,6,2.8,178,5800,2385,Yes,18.5,4,159,97,66,36,26,15,2810,non-USA,Volkswagen Corrado,25237.61598
1089,Midsize,24,Driver only,Front,6,3,202,6000,2210,No,19,5,190,107,70,43,27.5,14,3730,non-USA,Mitsubishi Diamante,28603.87322
1090,Midsize,27,Driver only,Front,4,2.5,100,4800,2465,No,16,6,192,105,69,42,30.5,16,3080,USA,Dodge Dynasty,17403.47152
1091,Midsize,26,Driver & Passenger,Front,6,3.8,160,4400,1835,No,18.4,6,205,109,73,42,30,19,3695,USA,Lincoln Continental,34438.87968
1092,Van,23,None,Front,6,3.8,170,4800,1690,No,20,7,194,110,74,44,30.5,20,3715,USA,Oldsmobile Silhouette,21168.34903
1093,Compact,34,Driver only,Front,4,2.5,164,5600,2505,Yes,15.5,5,184,103,69,40,29.5,14,2970,non-USA,Mazda 626,18418.17726
1094,Small,33,None,Front,4,1.5,92,6000,3285,Yes,13.2,5,174,98,66,32,26.5,11,2270,USA,Dodge Colt,10386.31403
1095,Midsize,25,Driver & Passenger,Front,6,3.2,200,5500,2335,Yes,18,5,195,115,71,38,30,15,3560,non-USA,Acura Legend,34585.35055
1096,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,196,101,75,43,25,13,3240,USA,Pontiac Firebird,17793.37386
1097,Midsize,23,Driver & Passenger,Rear,6,3,225,6000,2510,Yes,20.6,4,191,106,71,39,25,9,3515,non-USA,Lexus SC300,35749.06069
1098,Compact,30,None,Front,4,2,134,5800,2685,Yes,18.5,5,180,103,67,35,31.5,14,2985,non-USA,Volkswagen Passat,21421.3351
1099,Compact,31,Driver & Passenger,Front,4,2.2,140,5600,2610,Yes,17,4,185,107,67,41,28,14,3040,non-USA,Honda Accord,18657.16353
1100,Large,26,Driver only,Rear,8,5,170,4200,1350,No,23,6,214,116,77,42,29.5,20,3910,USA,Chevrolet Caprice,20339.5661
1101,Small,33,None,Front,4,1.3,63,5000,3150,Yes,10,4,141,90,63,33,26,12,1845,USA,Ford Festiva,7145.73144
1102,Midsize,26,None,Rear,6,3.8,140,3800,1730,No,18,5,199,113,73,38,28,15,3610,USA,Mercury Cougar,16993.07136
1103,Small,50,None,Front,3,1,55,5700,3755,Yes,10.6,4,151,93,63,34,27.5,10,1695,non-USA,Geo Metro,9198.443696
1104,Small,36,None,Front,4,1.8,103,5500,2220,Yes,14.5,5,172,98,66,36,26.5,13,2440,non-USA,Mazda Protege,12349.68568
1105,Large,26,Driver only,Rear,8,4.6,190,4200,1415,No,20,6,212,114,78,43,30,21,3950,USA,Ford Crown_Victoria,21855.498
1106,Compact,34,Driver only,Front,4,2.5,164,5600,2505,Yes,15.5,5,184,103,69,40,29.5,14,2970,non-USA,Mazda 626,16109.73942
1107,Sporty,36,Driver only,Front,4,1.6,90,5400,3250,Yes,12.4,4,164,97,67,37,24.5,11,2475,non-USA,Geo Storm,14439.11794
1108,Midsize,28,Driver & Passenger,Front,5,2.4,168,6200,2310,Yes,19.3,5,184,105,69,38,30,15,3245,non-USA,Volvo 850,28907.47395
1109,Small,46,Driver only,Front,4,1.5,102,5900,2650,Yes,11.9,4,173,103,67,36,28,12,2350,non-USA,Honda Civic,13351.35169
1110,Small,36,None,Front,4,1.8,103,5500,2220,Yes,14.5,5,172,98,66,36,26.5,13,2440,non-USA,Mazda Protege,13300.03713
1111,Large,28,Driver & Passenger,Front,6,3.3,153,5300,1990,No,18,6,203,113,74,40,31,15,3515,USA,Chrylser Concorde,22619.92691
1112,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,193,101,74,43,25,13,3240,USA,Chevrolet Camaro,16033.72882
1113,Sporty,31,Driver & Passenger,Front,4,2.3,160,5800,2855,Yes,15.9,4,175,100,70,39,23.5,8,2865,non-USA,Honda Prelude,22632.23947
1114,Small,50,None,Front,3,1,55,5700,3755,Yes,10.6,4,151,93,63,34,27.5,10,1695,non-USA,Geo Metro,12433.64722
1115,Small,29,Driver only,Front,4,2.2,93,4800,2595,Yes,14,5,172,97,67,38,26.5,13,2670,USA,Dodge Shadow,12391.85909
1116,Compact,27,None,Front,4,2.3,96,4200,2805,Yes,15.9,5,177,100,68,39,27.5,13,2690,USA,Ford Tempo,12474.21863
1117,Compact,27,None,Front,4,2.3,96,4200,2805,Yes,15.9,5,177,100,68,39,27.5,13,2690,USA,Ford Tempo,13185.50157
1118,Midsize,25,Driver & Passenger,Front,6,3.2,200,5500,2335,Yes,18,5,195,115,71,38,30,15,3560,non-USA,Acura Legend,34858.67364
1119,Small,31,None,Front,4,1.8,140,6300,2890,Yes,13.2,5,177,102,68,37,26.5,11,2705,non-USA,Acura Integra,16660.8774
1120,Van,21,None,Front,5,2.5,109,4500,2915,Yes,21.1,7,187,115,72,38,34,22,3960,non-USA,Volkswagen Eurovan,18909.98854
1121,Small,38,Driver only,Front,4,1.9,85,5000,2145,Yes,12.8,5,176,102,68,40,26.5,12,2495,USA,Saturn SL,12222.25749
1122,Large,28,Driver & Passenger,Front,6,3.8,170,4800,1565,No,18,6,177,111,74,43,30.5,18,3495,USA,Pontiac Bonneville,25443.99226
1123,Compact,31,None,Front,4,2,110,5200,2665,Yes,15.2,5,181,101,66,39,25,13,2575,USA,Pontiac Sunbird,14872.18199
1124,Sporty,28,Driver & Passenger,Rear,6,3.4,160,4600,1805,Yes,15.5,4,193,101,74,43,25,13,3240,USA,Chevrolet Camaro,16032.25595
1125,Midsize,24,Driver only,Front,6,3,202,6000,2210,No,19,5,190,107,70,43,27.5,14,3730,non-USA,Mitsubishi Diamante,28736.53725
1126,Small,46,Driver only,Front,4,1.5,102,5900,2650,Yes,11.9,4,173,103,67,36,28,12,2350,non-USA,Honda Civic,13000.8266
